"name_2","N_SALES_QUARTILE","N_OVER_UNDER","count"
"SCARESDALE","Q2","under",1
"SCARESDALE","Q3","accurate",3
"SCARESDALE","Q3","over",1
"SCARESDALE","Q3","under",1
"SCARESDALE","Q4","accurate",2
"SCARESDALE","Q4","over",0
"SCARESDALE","Q4","under",4
"SEDGEWOOD","Q1","accurate",4
"SEDGEWOOD","Q1","over",2
"SEDGEWOOD","Q1","under",0
"SEDGEWOOD","Q2","accurate",5
"SEDGEWOOD","Q2","over",1
"SEDGEWOOD","Q2","under",0
"SEDGEWOOD","Q3","accurate",2
"SEDGEWOOD","Q3","over",1
"SEDGEWOOD","Q3","under",2
"SEDGEWOOD","Q4","accurate",4
"SEDGEWOOD","Q4","over",1
"SEDGEWOOD","Q4","under",1
"SEDGEWOOD TOWNHOMES","Q1","accurate",4
"SEDGEWOOD TOWNHOMES","Q1","over",0
"SEDGEWOOD TOWNHOMES","Q1","under",0
"SEDGEWOOD TOWNHOMES","Q2","accurate",3
"SEDGEWOOD TOWNHOMES","Q2","over",1
"SEDGEWOOD TOWNHOMES","Q2","under",0
"SEDGEWOOD TOWNHOMES","Q3","accurate",4
"SEDGEWOOD TOWNHOMES","Q3","over",0
"SEDGEWOOD TOWNHOMES","Q3","under",0
"SEDGEWOOD TOWNHOMES","Q4","accurate",4
"SEDGEWOOD TOWNHOMES","Q4","over",0
"SEDGEWOOD TOWNHOMES","Q4","under",0
"SETTLERS MILL","Q1","accurate",5
"SETTLERS MILL","Q1","over",3
"SETTLERS MILL","Q1","under",0
"SETTLERS MILL","Q2","accurate",3
"SETTLERS MILL","Q2","over",1
"SETTLERS MILL","Q2","under",3
"SETTLERS MILL","Q3","accurate",6
"SETTLERS MILL","Q3","over",0
"SETTLERS MILL","Q3","under",1
"SETTLERS MILL","Q4","accurate",4
"SETTLERS MILL","Q4","over",0
"SETTLERS MILL","Q4","under",4
"SEVEN OAKS TOWNS","Q1","accurate",0
"SEVEN OAKS TOWNS","Q1","over",3
"SEVEN OAKS TOWNS","Q1","under",0
"SEVEN OAKS TOWNS","Q2","accurate",2
"SEVEN OAKS TOWNS","Q2","over",1
"SEVEN OAKS TOWNS","Q2","under",0
"SEVEN OAKS TOWNS","Q3","accurate",3
"SEVEN OAKS TOWNS","Q3","over",0
"SEVEN OAKS TOWNS","Q3","under",0
"SEVEN OAKS TOWNS","Q4","accurate",2
"SEVEN OAKS TOWNS","Q4","over",0
"SEVEN OAKS TOWNS","Q4","under",1
"SHEPARD'S SQUARE","Q1","accurate",5
"SHEPARD'S SQUARE","Q1","over",7
"SHEPARD'S SQUARE","Q1","under",0
"SHEPARD'S SQUARE","Q2","accurate",8
"SHEPARD'S SQUARE","Q2","over",1
"SHEPARD'S SQUARE","Q2","under",0
"SHEPARD'S SQUARE","Q3","accurate",7
"SHEPARD'S SQUARE","Q3","over",0
"SHEPARD'S SQUARE","Q3","under",4
"SHEPARD'S SQUARE","Q4","accurate",0
"SHEPARD'S SQUARE","Q4","over",0
"SHEPARD'S SQUARE","Q4","under",10
"SHERIDAN DR","Q1","accurate",2
"SHERIDAN DR","Q1","over",0
"SHERIDAN DR","Q1","under",0
"SHERIDAN DR","Q2","accurate",1
"SHERIDAN DR","Q2","over",0
"SHERIDAN DR","Q2","under",0
"SHERIDAN DR","Q3","accurate",0
"SHERIDAN DR","Q3","over",1
"SHERIDAN DR","Q3","under",0
"SHERIDAN DR","Q4","accurate",0
"SHERIDAN DR","Q4","over",0
"SHERIDAN DR","Q4","under",1
"SHERRON PLACE TOWNHOMES - MI HOMES","Q1","accurate",1
"SHERRON PLACE TOWNHOMES - MI HOMES","Q1","over",9
"SHERRON PLACE TOWNHOMES - MI HOMES","Q1","under",2
"SHERRON PLACE TOWNHOMES - MI HOMES","Q2","accurate",9
"SHERRON PLACE TOWNHOMES - MI HOMES","Q2","over",0
"SHERRON PLACE TOWNHOMES - MI HOMES","Q2","under",3
"SHERRON PLACE TOWNHOMES - MI HOMES","Q3","accurate",9
"SHERRON PLACE TOWNHOMES - MI HOMES","Q3","over",0
"SHERRON PLACE TOWNHOMES - MI HOMES","Q3","under",3
"SHERRON PLACE TOWNHOMES - MI HOMES","Q4","accurate",7
"SHERRON PLACE TOWNHOMES - MI HOMES","Q4","over",0
"SHERRON PLACE TOWNHOMES - MI HOMES","Q4","under",5
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q1","accurate",0
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q1","over",3
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q1","under",4
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q2","accurate",0
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q2","over",3
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q2","under",3
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q3","accurate",0
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q3","over",4
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q3","under",2
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q4","accurate",0
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q4","over",3
"SINGLE FAMILY AND TOWNHOME SUBDIVISION","Q4","under",4
"SNOWHILL PRESSURE","Q1","accurate",1
"SNOWHILL PRESSURE","Q1","over",1
"SNOWHILL PRESSURE","Q1","under",1
"SNOWHILL PRESSURE","Q2","accurate",1
"SNOWHILL PRESSURE","Q2","over",1
"SNOWHILL PRESSURE","Q2","under",0
"SNOWHILL PRESSURE","Q3","accurate",2
"SNOWHILL PRESSURE","Q3","over",0
"SNOWHILL PRESSURE","Q3","under",0
"SNOWHILL PRESSURE","Q4","accurate",3
"SNOWHILL PRESSURE","Q4","over",0
"SNOWHILL PRESSURE","Q4","under",0
"SNOWHILL RD.","Q1","accurate",3
"SNOWHILL RD.","Q1","over",9
"SNOWHILL RD.","Q1","under",1
"SNOWHILL RD.","Q2","accurate",8
"SNOWHILL RD.","Q2","over",3
"SNOWHILL RD.","Q2","under",1
"SNOWHILL RD.","Q3","accurate",7
"SNOWHILL RD.","Q3","over",0
"SNOWHILL RD.","Q3","under",5
"SNOWHILL RD.","Q4","accurate",6
"SNOWHILL RD.","Q4","over",1
"SNOWHILL RD.","Q4","under",6
"SOLTERRA","Q1","accurate",1
"SOLTERRA","Q1","over",1
"SOLTERRA","Q1","under",0
"SOLTERRA","Q2","accurate",2
"SOLTERRA","Q2","over",0
"SOLTERRA","Q2","under",0
"SOLTERRA","Q3","accurate",2
"SOLTERRA","Q3","over",0
"SOLTERRA","Q3","under",0
"SOLTERRA","Q4","accurate",0
"SOLTERRA","Q4","over",0
"SOLTERRA","Q4","under",2
"SOUTH POINT TRAILS","Q1","accurate",7
"SOUTH POINT TRAILS","Q1","over",4
"SOUTH POINT TRAILS","Q1","under",0
"SOUTH POINT TRAILS","Q2","accurate",7
"SOUTH POINT TRAILS","Q2","over",2
"SOUTH POINT TRAILS","Q2","under",0
"SOUTH POINT TRAILS","Q3","accurate",9
"SOUTH POINT TRAILS","Q3","over",0
"SOUTH POINT TRAILS","Q3","under",0
"SOUTH POINT TRAILS","Q4","accurate",2
"SOUTH POINT TRAILS","Q4","over",0
"SOUTH POINT TRAILS","Q4","under",8
"SOUTHAMPTON","Q1","accurate",2
"SOUTHAMPTON","Q1","over",0
"SOUTHAMPTON","Q1","under",1
"SOUTHAMPTON","Q2","accurate",0
"SOUTHAMPTON","Q2","over",1
"SOUTHAMPTON","Q2","under",1
"SOUTHAMPTON","Q3","accurate",1
"SOUTHAMPTON","Q3","over",0
"SOUTHAMPTON","Q3","under",1
"SOUTHAMPTON","Q4","accurate",3
"SOUTHAMPTON","Q4","over",0
"SOUTHAMPTON","Q4","under",0
"SOUTHEAST PARK","Q1","accurate",0
"SOUTHEAST PARK","Q1","over",4
"SOUTHEAST PARK","Q1","under",1
"SOUTHEAST PARK","Q2","accurate",2
"SOUTHEAST PARK","Q2","over",1
"SOUTHEAST PARK","Q2","under",2
"SOUTHEAST PARK","Q3","accurate",1
"SOUTHEAST PARK","Q3","over",1
"SOUTHEAST PARK","Q3","under",2
"SOUTHEAST PARK","Q4","accurate",3
"SOUTHEAST PARK","Q4","over",0
"SOUTHEAST PARK","Q4","under",2
"SOUTHERN POINTE","Q1","accurate",6
"SOUTHERN POINTE","Q1","over",10
"SOUTHERN POINTE","Q1","under",0
"SOUTHERN POINTE","Q2","accurate",16
"SOUTHERN POINTE","Q2","over",0
"SOUTHERN POINTE","Q2","under",0
"SOUTHERN POINTE","Q3","accurate",16
"SOUTHERN POINTE","Q3","over",0
"SOUTHERN POINTE","Q3","under",0
"SOUTHERN POINTE","Q4","accurate",5
"SOUTHERN POINTE","Q4","over",0
"SOUTHERN POINTE","Q4","under",10
"SOUTHPOINT LANDING","Q1","accurate",7
"SOUTHPOINT LANDING","Q1","over",1
"SOUTHPOINT LANDING","Q1","under",0
"SOUTHPOINT LANDING","Q2","accurate",2
"SOUTHPOINT LANDING","Q2","over",5
"SOUTHPOINT LANDING","Q2","under",1
"SOUTHPOINT LANDING","Q3","accurate",5
"SOUTHPOINT LANDING","Q3","over",2
"SOUTHPOINT LANDING","Q3","under",0
"SOUTHPOINT LANDING","Q4","accurate",4
"SOUTHPOINT LANDING","Q4","over",0
"SOUTHPOINT LANDING","Q4","under",4
"SOUTHPOINT STATION","Q1","accurate",5
"SOUTHPOINT STATION","Q1","over",0
"SOUTHPOINT STATION","Q1","under",1
"SOUTHPOINT STATION","Q2","accurate",0
"SOUTHPOINT STATION","Q2","over",0
"SOUTHPOINT STATION","Q2","under",0
"SOUTHPOINT STATION","Q3","accurate",1
"SOUTHPOINT STATION","Q3","over",0
"SOUTHPOINT STATION","Q3","under",0
"SOUTHPOINT STATION","Q4","accurate",0
"SOUTHPOINT STATION","Q4","over",0
"SOUTHPOINT STATION","Q4","under",3
"SOUTHPOINT TERRACE PHS 1","Q1","accurate",4
"SOUTHPOINT TERRACE PHS 1","Q1","over",1
"SOUTHPOINT TERRACE PHS 1","Q1","under",0
"SOUTHPOINT TERRACE PHS 1","Q2","accurate",4
"SOUTHPOINT TERRACE PHS 1","Q2","over",1
"SOUTHPOINT TERRACE PHS 1","Q2","under",0
"SOUTHPOINT TERRACE PHS 1","Q3","accurate",2
"SOUTHPOINT TERRACE PHS 1","Q3","over",1
"SOUTHPOINT TERRACE PHS 1","Q3","under",1
"SOUTHPOINT TERRACE PHS 1","Q4","accurate",3
"SOUTHPOINT TERRACE PHS 1","Q4","over",0
"SOUTHPOINT TERRACE PHS 1","Q4","under",2
"SOUTHPOINT TOWNES","Q1","accurate",6
"SOUTHPOINT TOWNES","Q1","over",4
"SOUTHPOINT TOWNES","Q1","under",0
"SOUTHPOINT TOWNES","Q2","accurate",8
"SOUTHPOINT TOWNES","Q2","over",1
"SOUTHPOINT TOWNES","Q2","under",0
"SOUTHPOINT TOWNES","Q3","accurate",9
"SOUTHPOINT TOWNES","Q3","over",0
"SOUTHPOINT TOWNES","Q3","under",0
"SOUTHPOINT TOWNES","Q4","accurate",1
"SOUTHPOINT TOWNES","Q4","over",0
"SOUTHPOINT TOWNES","Q4","under",9
"SOUTHSIDE","Q1","accurate",3
"SOUTHSIDE","Q1","over",14
"SOUTHSIDE","Q1","under",0
"SOUTHSIDE","Q2","accurate",9
"SOUTHSIDE","Q2","over",2
"SOUTHSIDE","Q2","under",6
"SOUTHSIDE","Q3","accurate",4
"SOUTHSIDE","Q3","over",4
"SOUTHSIDE","Q3","under",8
"SOUTHSIDE","Q4","accurate",5
"SOUTHSIDE","Q4","over",1
"SOUTHSIDE","Q4","under",11
"SOUTHSIDE NEW CONSTR","Q1","accurate",2
"SOUTHSIDE NEW CONSTR","Q1","over",6
"SOUTHSIDE NEW CONSTR","Q1","under",4
"SOUTHSIDE NEW CONSTR","Q2","accurate",3
"SOUTHSIDE NEW CONSTR","Q2","over",5
"SOUTHSIDE NEW CONSTR","Q2","under",3
"SOUTHSIDE NEW CONSTR","Q3","accurate",6
"SOUTHSIDE NEW CONSTR","Q3","over",2
"SOUTHSIDE NEW CONSTR","Q3","under",3
"SOUTHSIDE NEW CONSTR","Q4","accurate",7
"SOUTHSIDE NEW CONSTR","Q4","over",1
"SOUTHSIDE NEW CONSTR","Q4","under",3
"SPARGER SPRINGS","Q1","accurate",1
"SPARGER SPRINGS","Q1","over",7
"SPARGER SPRINGS","Q1","under",0
"SPARGER SPRINGS","Q2","accurate",7
"SPARGER SPRINGS","Q2","over",1
"SPARGER SPRINGS","Q2","under",0
"SPARGER SPRINGS","Q3","accurate",8
"SPARGER SPRINGS","Q3","over",0
"SPARGER SPRINGS","Q3","under",0
"SPARGER SPRINGS","Q4","accurate",7
"SPARGER SPRINGS","Q4","over",0
"SPARGER SPRINGS","Q4","under",1
"SPRING VALLEY","Q1","accurate",2
"SPRING VALLEY","Q1","over",10
"SPRING VALLEY","Q1","under",1
"SPRING VALLEY","Q2","accurate",6
"SPRING VALLEY","Q2","over",2
"SPRING VALLEY","Q2","under",3
"SPRING VALLEY","Q3","accurate",8
"SPRING VALLEY","Q3","over",3
"SPRING VALLEY","Q3","under",1
"SPRING VALLEY","Q4","accurate",6
"SPRING VALLEY","Q4","over",0
"SPRING VALLEY","Q4","under",6
"SPRUNT & MOUNTAINVIEW","Q1","accurate",0
"SPRUNT & MOUNTAINVIEW","Q1","over",2
"SPRUNT & MOUNTAINVIEW","Q1","under",0
"SPRUNT & MOUNTAINVIEW","Q2","accurate",2
"SPRUNT & MOUNTAINVIEW","Q2","over",0
"SPRUNT & MOUNTAINVIEW","Q2","under",0
"SPRUNT & MOUNTAINVIEW","Q3","accurate",1
"SPRUNT & MOUNTAINVIEW","Q3","over",0
"SPRUNT & MOUNTAINVIEW","Q3","under",1
"SPRUNT & MOUNTAINVIEW","Q4","accurate",1
"SPRUNT & MOUNTAINVIEW","Q4","over",0
"SPRUNT & MOUNTAINVIEW","Q4","under",1
"STANLEY ROAD","Q1","accurate",2
"STANLEY ROAD","Q1","over",0
"STANLEY ROAD","Q1","under",0
"STANLEY ROAD","Q2","accurate",0
"STANLEY ROAD","Q2","over",2
"STANLEY ROAD","Q2","under",0
"STANLEY ROAD","Q3","accurate",0
"STANLEY ROAD","Q3","over",0
"STANLEY ROAD","Q3","under",1
"STANLEY ROAD","Q4","accurate",0
"STANLEY ROAD","Q4","over",0
"STANLEY ROAD","Q4","under",2
"STARLING WOODS","Q1","accurate",7
"STARLING WOODS","Q1","over",1
"STARLING WOODS","Q1","under",1
"STARLING WOODS","Q2","accurate",4
"STARLING WOODS","Q2","over",4
"STARLING WOODS","Q2","under",1
"STARLING WOODS","Q3","accurate",6
"STARLING WOODS","Q3","over",1
"STARLING WOODS","Q3","under",1
"STARLING WOODS","Q4","accurate",7
"STARLING WOODS","Q4","over",0
"STARLING WOODS","Q4","under",2
"STEPHENS WOODS","Q1","accurate",2
"STEPHENS WOODS","Q1","over",1
"STEPHENS WOODS","Q1","under",1
"STEPHENS WOODS","Q2","accurate",4
"STEPHENS WOODS","Q2","over",0
"STEPHENS WOODS","Q2","under",0
"STEPHENS WOODS","Q3","accurate",2
"STEPHENS WOODS","Q3","over",0
"STEPHENS WOODS","Q3","under",0
"STEPHENS WOODS","Q4","accurate",1
"STEPHENS WOODS","Q4","over",0
"STEPHENS WOODS","Q4","under",2
"STILLWOOD","Q1","accurate",2
"STILLWOOD","Q1","over",2
"STILLWOOD","Q1","under",0
"STILLWOOD","Q2","accurate",1
"STILLWOOD","Q2","over",2
"STILLWOOD","Q2","under",0
"STILLWOOD","Q3","accurate",2
"STILLWOOD","Q3","over",1
"STILLWOOD","Q3","under",0
"STILLWOOD","Q4","accurate",1
"STILLWOOD","Q4","over",0
"STILLWOOD","Q4","under",3
"STIRRUP CREEK","Q1","accurate",3
"STIRRUP CREEK","Q1","over",1
"STIRRUP CREEK","Q1","under",0
"STIRRUP CREEK","Q2","accurate",3
"STIRRUP CREEK","Q2","over",1
"STIRRUP CREEK","Q2","under",0
"STIRRUP CREEK","Q3","accurate",2
"STIRRUP CREEK","Q3","over",0
"STIRRUP CREEK","Q3","under",1
"STIRRUP CREEK","Q4","accurate",2
"STIRRUP CREEK","Q4","over",0
"STIRRUP CREEK","Q4","under",2
"STONE BRIDGE","Q1","accurate",2
"STONE BRIDGE","Q1","over",4
"STONE BRIDGE","Q1","under",0
"STONE BRIDGE","Q2","accurate",2
"STONE BRIDGE","Q2","over",2
"STONE BRIDGE","Q2","under",2
"STONE BRIDGE","Q3","accurate",6
"STONE BRIDGE","Q3","over",0
"STONE BRIDGE","Q3","under",0
"STONE BRIDGE","Q4","accurate",3
"STONE BRIDGE","Q4","over",0
"STONE BRIDGE","Q4","under",3
"STONEGATE","Q1","accurate",2
"STONEGATE","Q1","over",0
"STONEGATE","Q1","under",0
"STONEGATE","Q2","accurate",2
"STONEGATE","Q2","over",0
"STONEGATE","Q2","under",0
"STONEGATE","Q3","accurate",1
"STONEGATE","Q3","over",0
"STONEGATE","Q3","under",0
"STONEGATE","Q4","accurate",0
"STONEGATE","Q4","over",1
"STONEGATE","Q4","under",1
"STONEHILL","Q1","accurate",5
"STONEHILL","Q1","over",13
"STONEHILL","Q1","under",0
"STONEHILL","Q2","accurate",16
"STONEHILL","Q2","over",2
"STONEHILL","Q2","under",1
"STONEHILL","Q3","accurate",12
"STONEHILL","Q3","over",0
"STONEHILL","Q3","under",4
"STONEHILL","Q4","accurate",11
"STONEHILL","Q4","over",0
"STONEHILL","Q4","under",7
"STONEWALL VILLAGE","Q1","accurate",3
"STONEWALL VILLAGE","Q1","over",7
"STONEWALL VILLAGE","Q1","under",0
"STONEWALL VILLAGE","Q2","accurate",11
"STONEWALL VILLAGE","Q2","over",0
"STONEWALL VILLAGE","Q2","under",0
"STONEWALL VILLAGE","Q3","accurate",7
"STONEWALL VILLAGE","Q3","over",0
"STONEWALL VILLAGE","Q3","under",1
"STONEWALL VILLAGE","Q4","accurate",1
"STONEWALL VILLAGE","Q4","over",0
"STONEWALL VILLAGE","Q4","under",9
"STRATFORD","Q1","accurate",3
"STRATFORD","Q1","over",9
"STRATFORD","Q1","under",0
"STRATFORD","Q2","accurate",10
"STRATFORD","Q2","over",2
"STRATFORD","Q2","under",0
"STRATFORD","Q3","accurate",7
"STRATFORD","Q3","over",0
"STRATFORD","Q3","under",6
"STRATFORD","Q4","accurate",6
"STRATFORD","Q4","over",0
"STRATFORD","Q4","under",5
"STRATTON PARK","Q1","accurate",1
"STRATTON PARK","Q1","over",3
"STRATTON PARK","Q1","under",0
"STRATTON PARK","Q2","accurate",2
"STRATTON PARK","Q2","over",2
"STRATTON PARK","Q2","under",0
"STRATTON PARK","Q3","accurate",1
"STRATTON PARK","Q3","over",1
"STRATTON PARK","Q3","under",2
"STRATTON PARK","Q4","accurate",1
"STRATTON PARK","Q4","over",0
"STRATTON PARK","Q4","under",3
"SUMMER MEADOW","Q1","accurate",7
"SUMMER MEADOW","Q1","over",1
"SUMMER MEADOW","Q1","under",0
"SUMMER MEADOW","Q2","accurate",2
"SUMMER MEADOW","Q2","over",1
"SUMMER MEADOW","Q2","under",4
"SUMMER MEADOW","Q3","accurate",3
"SUMMER MEADOW","Q3","over",3
"SUMMER MEADOW","Q3","under",1
"SUMMER MEADOW","Q4","accurate",4
"SUMMER MEADOW","Q4","over",1
"SUMMER MEADOW","Q4","under",3
"SUMMER MEADOW TOWNS","Q1","accurate",4
"SUMMER MEADOW TOWNS","Q1","over",1
"SUMMER MEADOW TOWNS","Q1","under",0
"SUMMER MEADOW TOWNS","Q2","accurate",4
"SUMMER MEADOW TOWNS","Q2","over",0
"SUMMER MEADOW TOWNS","Q2","under",0
"SUMMER MEADOW TOWNS","Q3","accurate",4
"SUMMER MEADOW TOWNS","Q3","over",0
"SUMMER MEADOW TOWNS","Q3","under",0
"SUMMER MEADOW TOWNS","Q4","accurate",2
"SUMMER MEADOW TOWNS","Q4","over",0
"SUMMER MEADOW TOWNS","Q4","under",3
"SUN RIDGE POINTE","Q1","accurate",1
"SUN RIDGE POINTE","Q1","over",4
"SUN RIDGE POINTE","Q1","under",0
"SUN RIDGE POINTE","Q2","accurate",4
"SUN RIDGE POINTE","Q2","over",0
"SUN RIDGE POINTE","Q2","under",0
"SUN RIDGE POINTE","Q3","accurate",4
"SUN RIDGE POINTE","Q3","over",0
"SUN RIDGE POINTE","Q3","under",0
"SUN RIDGE POINTE","Q4","accurate",5
"SUN RIDGE POINTE","Q4","over",0
"SUN RIDGE POINTE","Q4","under",0
"SWANNS MILL","Q1","accurate",6
"SWANNS MILL","Q1","over",4
"SWANNS MILL","Q1","under",1
"SWANNS MILL","Q2","accurate",8
"SWANNS MILL","Q2","over",3
"SWANNS MILL","Q2","under",0
"SWANNS MILL","Q3","accurate",6
"SWANNS MILL","Q3","over",3
"SWANNS MILL","Q3","under",1
"SWANNS MILL","Q4","accurate",8
"SWANNS MILL","Q4","over",0
"SWANNS MILL","Q4","under",3
"SWANNS MILL TOWNS","Q1","accurate",4
"SWANNS MILL TOWNS","Q1","over",4
"SWANNS MILL TOWNS","Q1","under",0
"SWANNS MILL TOWNS","Q2","accurate",7
"SWANNS MILL TOWNS","Q2","over",0
"SWANNS MILL TOWNS","Q2","under",0
"SWANNS MILL TOWNS","Q3","accurate",7
"SWANNS MILL TOWNS","Q3","over",0
"SWANNS MILL TOWNS","Q3","under",0
"SWANNS MILL TOWNS","Q4","accurate",6
"SWANNS MILL TOWNS","Q4","over",0
"SWANNS MILL TOWNS","Q4","under",2
"SYKES PROPERTY","Q1","accurate",13
"SYKES PROPERTY","Q1","over",7
"SYKES PROPERTY","Q1","under",0
"SYKES PROPERTY","Q2","accurate",15
"SYKES PROPERTY","Q2","over",3
"SYKES PROPERTY","Q2","under",2
"SYKES PROPERTY","Q3","accurate",18
"SYKES PROPERTY","Q3","over",1
"SYKES PROPERTY","Q3","under",1
"SYKES PROPERTY","Q4","accurate",11
"SYKES PROPERTY","Q4","over",0
"SYKES PROPERTY","Q4","under",9
"TANGLEWOOD","Q1","accurate",0
"TANGLEWOOD","Q1","over",5
"TANGLEWOOD","Q1","under",0
"TANGLEWOOD","Q2","accurate",3
"TANGLEWOOD","Q2","over",1
"TANGLEWOOD","Q2","under",1
"TANGLEWOOD","Q3","accurate",3
"TANGLEWOOD","Q3","over",0
"TANGLEWOOD","Q3","under",1
"TANGLEWOOD","Q4","accurate",3
"TANGLEWOOD","Q4","over",0
"TANGLEWOOD","Q4","under",2
"TAYLOR ESTATES","Q1","accurate",4
"TAYLOR ESTATES","Q1","over",6
"TAYLOR ESTATES","Q1","under",0
"TAYLOR ESTATES","Q2","accurate",8
"TAYLOR ESTATES","Q2","over",1
"TAYLOR ESTATES","Q2","under",0
"TAYLOR ESTATES","Q3","accurate",7
"TAYLOR ESTATES","Q3","over",0
"TAYLOR ESTATES","Q3","under",2
"TAYLOR ESTATES","Q4","accurate",6
"TAYLOR ESTATES","Q4","over",0
"TAYLOR ESTATES","Q4","under",4
"TERRACES AT MOREHEAD HILL","Q1","accurate",1
"TERRACES AT MOREHEAD HILL","Q1","over",3
"TERRACES AT MOREHEAD HILL","Q1","under",0
"TERRACES AT MOREHEAD HILL","Q2","accurate",3
"TERRACES AT MOREHEAD HILL","Q2","over",0
"TERRACES AT MOREHEAD HILL","Q2","under",0
"TERRACES AT MOREHEAD HILL","Q3","accurate",3
"TERRACES AT MOREHEAD HILL","Q3","over",0
"TERRACES AT MOREHEAD HILL","Q3","under",0
"TERRACES AT MOREHEAD HILL","Q4","accurate",2
"TERRACES AT MOREHEAD HILL","Q4","over",0
"TERRACES AT MOREHEAD HILL","Q4","under",1
"THAXTON","Q1","accurate",3
"THAXTON","Q1","over",5
"THAXTON","Q1","under",0
"THAXTON","Q2","accurate",7
"THAXTON","Q2","over",0
"THAXTON","Q2","under",1
"THAXTON","Q3","accurate",5
"THAXTON","Q3","over",2
"THAXTON","Q3","under",1
"THAXTON","Q4","accurate",3
"THAXTON","Q4","over",1
"THAXTON","Q4","under",4
"THE BARTLETT CONDOS","Q1","accurate",3
"THE BARTLETT CONDOS","Q1","over",0
"THE BARTLETT CONDOS","Q1","under",0
"THE BARTLETT CONDOS","Q2","accurate",0
"THE BARTLETT CONDOS","Q2","over",1
"THE BARTLETT CONDOS","Q2","under",1
"THE BARTLETT CONDOS","Q3","accurate",2
"THE BARTLETT CONDOS","Q3","over",0
"THE BARTLETT CONDOS","Q3","under",0
"THE BARTLETT CONDOS","Q4","accurate",2
"THE BARTLETT CONDOS","Q4","over",0
"THE BARTLETT CONDOS","Q4","under",0
"THE BRANNAN","Q1","accurate",1
"THE BRANNAN","Q1","over",1
"THE BRANNAN","Q1","under",0
"THE BRANNAN","Q2","accurate",1
"THE BRANNAN","Q2","over",0
"THE BRANNAN","Q2","under",0
"THE BRANNAN","Q3","accurate",1
"THE BRANNAN","Q3","over",0
"THE BRANNAN","Q3","under",0
"THE BRANNAN","Q4","accurate",2
"THE BRANNAN","Q4","over",0
"THE BRANNAN","Q4","under",0
"THE GROVE TWNHMS","Q1","accurate",3
"THE GROVE TWNHMS","Q1","over",1
"THE GROVE TWNHMS","Q1","under",0
"THE GROVE TWNHMS","Q2","accurate",0
"THE GROVE TWNHMS","Q2","over",2
"THE GROVE TWNHMS","Q2","under",1
"THE GROVE TWNHMS","Q3","accurate",1
"THE GROVE TWNHMS","Q3","over",2
"THE GROVE TWNHMS","Q3","under",0
"THE GROVE TWNHMS","Q4","accurate",2
"THE GROVE TWNHMS","Q4","over",0
"THE GROVE TWNHMS","Q4","under",1
"THE HILLS AT SOUTHPOINT","Q1","accurate",5
"THE HILLS AT SOUTHPOINT","Q1","over",6
"THE HILLS AT SOUTHPOINT","Q1","under",0
"THE HILLS AT SOUTHPOINT","Q2","accurate",9
"THE HILLS AT SOUTHPOINT","Q2","over",2
"THE HILLS AT SOUTHPOINT","Q2","under",0
"THE HILLS AT SOUTHPOINT","Q3","accurate",4
"THE HILLS AT SOUTHPOINT","Q3","over",4
"THE HILLS AT SOUTHPOINT","Q3","under",2
"THE HILLS AT SOUTHPOINT","Q4","accurate",7
"THE HILLS AT SOUTHPOINT","Q4","over",1
"THE HILLS AT SOUTHPOINT","Q4","under",3
"THE POINT AT STRATFORD","Q1","accurate",0
"THE POINT AT STRATFORD","Q1","over",2
"THE POINT AT STRATFORD","Q1","under",0
"THE POINT AT STRATFORD","Q2","accurate",1
"THE POINT AT STRATFORD","Q2","over",1
"THE POINT AT STRATFORD","Q2","under",0
"THE POINT AT STRATFORD","Q3","accurate",0
"THE POINT AT STRATFORD","Q3","over",0
"THE POINT AT STRATFORD","Q3","under",1
"THE POINT AT STRATFORD","Q4","accurate",1
"THE POINT AT STRATFORD","Q4","over",0
"THE POINT AT STRATFORD","Q4","under",1
"THE RESERVE","Q1","accurate",2
"THE RESERVE","Q1","over",1
"THE RESERVE","Q1","under",0
"THE RESERVE","Q2","accurate",1
"THE RESERVE","Q2","over",0
"THE RESERVE","Q2","under",1
"THE RESERVE","Q3","accurate",2
"THE RESERVE","Q3","over",0
"THE RESERVE","Q3","under",0
"THE RESERVE","Q4","accurate",2
"THE RESERVE","Q4","over",0
"THE RESERVE","Q4","under",0
"THE TOWNS","Q1","accurate",4
"THE TOWNS","Q1","over",3
"THE TOWNS","Q1","under",0
"THE TOWNS","Q2","accurate",5
"THE TOWNS","Q2","over",1
"THE TOWNS","Q2","under",0
"THE TOWNS","Q3","accurate",4
"THE TOWNS","Q3","over",0
"THE TOWNS","Q3","under",2
"THE TOWNS","Q4","accurate",2
"THE TOWNS","Q4","over",0
"THE TOWNS","Q4","under",4
"THE VALLEY","Q1","accurate",2
